5.478411858836046422e-02,5.479016803398414903e-02,2.092439392119492016e-03,1.350011722477192574e-03,4.922978480152023772e-03,4.441979517203972772e-02,3.665048169831524455e-03,2.050987088434681749e-02,1.845443089320514957e-02,3.446246788262652405e-02,5.718971006408651858e-02,1.878725855377383347e-02,1.657713516455973368e-02,1.303274560353090417e-02,1.843524604204612588e-02,1.825724950217176134e-03,3.083301858370025850e-02,4.582076101471702079e-02,1.322656297160926947e-02,1.183126344873922098e-02,2.510829705625262920e-02,6.435869097336988087e-02,2.394834458489603253e-03,2.290772904666914245e-02,1.699486827151388407e-02,1.140939365906852576e-02,1.786120637812449452e-02,5.221695036421761596e-03,1.132524209123394326e-02,2.182251491752561917e-03,3.545937460088424698e-02,2.113651033723346062e-02,2.223212903210200660e-03,4.594566371875363417e-03,4.826448377079520236e-02
5.948516393266588959e-02,1.038134301897566947e-02,2.413072908233034834e-03,2.915432997318567927e-03,1.907825059387231823e-03,2.229347336789147538e-02,2.010176459442368502e-03,1.941566924921764650e-03,1.059832620790700404e-02,3.830580483949584669e-02,2.811340363123096195e-02,1.722411961581679640e-02,1.822974269643635320e-02,6.458516176311712709e-03,1.114171926014206719e-02,2.083950593835180720e-02,6.149044538755971123e-02,2.166180957157741102e-02,2.979860025334082896e-02,6.883700144834553614e-03,1.701890507163402160e-03,8.281940545110053065e-02,1.858156477259079176e-03,2.075171355921889144e-02,2.660663469627725167e-02,2.551987579125694801e-03,1.809569571891627825e-03,1.837746193051705001e-02,2.823082170927466300e-02,1.180684968542937245e-02,5.936209158227759297e-02,1.917206671273530543e-03,4.319168593613482987e-03,1.919406893273395377e-03,2.830973055305381972e-02
1.342405169677751697e-02,4.658475963636615411e-03,5.227249013610980183e-03,2.216625378362357957e-02,7.863005364047707946e-03,2.456473323622061777e-02,0.000000000000000000e+00,2.502885823187001035e-02,1.446624237343773628e-02,1.766589011681922450e-02,1.810854502380079833e-02,2.951780638568296533e-03,3.256560109173547990e-02,6.616607087703230139e-02,1.951353213502257829e-03,3.377776797444370649e-02,2.477207554164841119e-02,3.830881191698965686e-04,2.911727420133466970e-02,7.269765347091790286e-03,8.649625975409550201e-04,4.951808563676235453e-02,1.734182440697610260e-03,2.674021586722136190e-02,1.673510999013823330e-02,4.691619873447455159e-04,3.427304027807342307e-03,2.346009655458283771e-02,1.907264961516813573e-02,8.891164200868014074e-04,6.448536664406506747e-02,6.080529949047772109e-03,9.582425264920877382e-06,2.861329490573648326e-02,5.577619825315607849e-02
2.320030989674261648e-02,3.235048703672890186e-02,8.430035288897116952e-04,2.969569885405404230e-02,1.596731436010170174e-02,2.712744242270765868e-02,9.346695477432424241e-04,2.845770970829203383e-02,1.479285798217117379e-02,1.443239036434734376e-02,2.592775029804701703e-02,5.748991926220528830e-04,1.180554778725832060e-02,3.013350427520323366e-02,4.644835984558868397e-03,1.670443369881282475e-02,1.682441360075714876e-02,4.567489001047701086e-02,1.660897707050783961e-02,3.508428909470229229e-02,6.310997699119118981e-03,4.328541370237492386e-02,9.512325356251389577e-04,4.323508022138381618e-02,2.550567976808034744e-03,1.921875126283331681e-02,4.030952184249224357e-02,2.215102463452540971e-02,1.151266185971529937e-02,4.112624402222708753e-04,5.844244525818752256e-02,4.307728050688089394e-03,7.593037886689045501e-03,3.032559330218815609e-03,5.319654435189259678e-02
2.456105083886572435e-02,3.220662530281458158e-02,1.047397182405689336e-03,3.366866676832050431e-02,5.296252750232608233e-03,4.266072055350980663e-02,5.931300878769607890e-04,1.180880949590050726e-03,1.564536115836262856e-02,3.397253117857042259e-02,1.430450607549219912e-02,7.971323639808785156e-04,3.276264451597619629e-03,2.467911981167689173e-02,4.467830449898263501e-03,6.789952998761568381e-03,1.600653150651858841e-02,6.457645322447722047e-02,1.851798407324083129e-02,2.359972797257519489e-02,1.159593269067028982e-02,4.508171854889163332e-02,8.326365647689144573e-04,4.704171456839578713e-02,4.948463661724386824e-04,1.852099949850556995e-02,3.489327042226016140e-02,1.303039425833022943e-02,3.680338266579003675e-02,6.737403967390277575e-03,3.485194105731325570e-02,1.435018477968667393e-03,2.154419466492433956e-04,1.690792209582854880e-02,7.434555306022724852e-02
3.977424796868770512e-02,3.363366356497040494e-02,1.361022790989919757e-03,1.669404504185174887e-02,2.302875957642125555e-03,2.847673353021067805e-02,9.226551979551796817e-03,1.303482063435173902e-03,8.342395398534131756e-03,2.113108553880511595e-02,2.658113364229029458e-03,9.471822006865810405e-04,1.133657062464629196e-02,3.369971477657367209e-02,1.762978954890542099e-02,1.755327673320711268e-02,1.441476092363907016e-02,4.651879632721907243e-02,4.340653305631927972e-02,3.227894196875084193e-02,1.275146973675353457e-03,4.794779103133905984e-02,1.399493477622205592e-03,4.884272083193695602e-02,1.253864009851680256e-02,9.063572449530900993e-03,1.701893123854694712e-02,3.922412948293077517e-02,3.413321354452982653e-02,1.849662960986098864e-02,5.358758140294100913e-02,1.230270909267285051e-03,1.099687500248843017e-03,3.442082041332693298e-02,9.947708255468162841e-02
4.360512120347421333e-02,4.625411617315221963e-02,7.247723931085098747e-04,5.253804315010558376e-03,7.671408843396782321e-03,2.206650537586339611e-02,7.855956360435040198e-03,1.923907462995126313e-02,4.356047610559066023e-03,1.747949271951833305e-02,2.009464990218816360e-02,1.347574251093148698e-03,3.368443483627328594e-02,4.144813223737696395e-02,2.520275991748237993e-02,2.715766012381883032e-02,1.250388137561374985e-02,3.651447520264838875e-02,5.490566159208255803e-02,5.293683601409070877e-02,9.864961844388497273e-04,6.414428302976403484e-02,1.252629509212077781e-03,5.271475675975939579e-02,1.223673320213726837e-02,8.955078512000516633e-03,1.851317218899477951e-02,4.928184954441020005e-02,2.567554670891226618e-02,6.087355250013985232e-03,6.322679661178615129e-02,1.501625781776835464e-02,8.623366700115338897e-04,2.247942898728080147e-02,1.214242094670231475e-01
3.550580713519611853e-02,6.715698315602254553e-02,1.104668048487049501e-03,1.249566606439245567e-02,1.400169717038848155e-02,2.428811157269745308e-02,1.627189400218667648e-02,1.699638162076975295e-02,9.752327137972575943e-03,2.709715532834867588e-02,3.840635306537925481e-02,3.981802942679271229e-04,4.274334258606840575e-02,5.243420396773425252e-02,1.682390165908828616e-02,3.081200670894971086e-02,1.017187864694489921e-02,2.905343988907692354e-02,5.471248510992966774e-02,6.182728412777624416e-02,3.690645849408376311e-03,6.578439298038865624e-02,1.411757936216113084e-02,4.993574322449789715e-02,1.226183957998209194e-02,5.858819208913942922e-03,1.997835652964495903e-02,6.371719692775655586e-02,1.409326682303957759e-02,1.699424393579397966e-03,7.061119744450605751e-02,5.946130734500283503e-03,1.418316917300984151e-02,1.001757503124730761e-02,1.188293473254461718e-01
4.565450103755962219e-02,7.480410969590124692e-02,3.318623665219998589e-04,1.965098145171792834e-02,3.499956410965674065e-03,4.344000890845783891e-02,1.922502992224627005e-02,1.195063654638205825e-02,1.760323137877953942e-02,4.069067858922602310e-02,4.640510465408004964e-02,1.174843181847364491e-03,4.257367517759606812e-02,6.787488014863615748e-02,2.276854156055943372e-03,2.224308652471182479e-02,1.082105914256197010e-02,3.640349337088785719e-02,3.130644682206273205e-02,5.711036001087986536e-02,2.638457551397823211e-04,5.624461330857001562e-02,1.732969214193533789e-03,3.479501599476927942e-02,2.229601833067042932e-02,2.755641710708421448e-03,1.725469923393656291e-02,5.567854697049548496e-02,1.757192793958109803e-02,1.591521627298116484e-03,8.063374522589206173e-02,9.156987586062747490e-04,2.971259953005638693e-02,1.112881690055303463e-02,1.094254400783646747e-01
7.463352552245494653e-02,7.916810342260591216e-02,8.571998236925441883e-04,8.082663727094025960e-03,1.126011837092441917e-03,6.318825541421380088e-02,1.767859107812556896e-02,1.488357978975633766e-02,1.160674148385090060e-02,3.287414152496732911e-02,5.897315648243060815e-02,1.085764515757166055e-03,5.324569293734687792e-02,5.747740310518684170e-02,1.009694311331844202e-02,6.043786920186920361e-03,2.759295548685010424e-02,1.948679350069169175e-02,5.073426253249996298e-02,5.967291128600725469e-02,1.047738570876495176e-02,6.139125174169751675e-02,1.133259098796193191e-03,1.839928690097313285e-03,1.503338523865277443e-02,2.078968492711996685e-02,2.112187040165293406e-02,4.934670654391568045e-02,1.403803960393839104e-02,1.171202034765358654e-03,5.680814368573552930e-02,1.130190938148719487e-02,1.477540121374397442e-02,2.139607253291603978e-02,9.078474490757917903e-02
4.440493916736189262e-02,6.814776629779122075e-02,2.913689358724596808e-04,1.713307101596921872e-02,9.401045866039394513e-04,7.677984635306975281e-02,2.302032248333858722e-02,2.672900902813717811e-02,2.422584637954498799e-02,2.697179826856125825e-02,4.722350220869672016e-02,3.487333189146739083e-04,4.770333423225761593e-02,7.400491851494150897e-02,1.134143790654212024e-02,3.600798606802392554e-02,1.664712635596609248e-03,1.763812244517173888e-02,4.545338590849397342e-02,6.312457405652191489e-02,2.183240974303944301e-02,3.095471966879011910e-02,6.167147265459663793e-04,1.982936499730472528e-03,2.118459262933160975e-02,1.878780494533230025e-02,1.283973572702097783e-02,5.138832177102554966e-02,1.308522757454426422e-02,2.622556074441726934e-03,7.833392313828738129e-02,7.862475565301267882e-04,2.746948097513386353e-02,1.818467046289631503e-02,7.566533858203339236e-02
